id,first_name,last_name,risk,resiliency,risk_calculation,risk_category
9092,Rudolfo,McPhillips,84,50,-34,critical
9093,Jannel,O'Shee,79,98,19,high
9094,Cord,Kneel,65,95,30,medium
9095,Cobb,Kellen,98,8,-90,critical
9096,Ernie,Glasper,72,9,-63,critical
9097,Ramonda,Matejka,69,52,-17,critical
9098,Guglielma,Comoletti,62,70,8,high
9099,Elinore,Goscomb,21,48,27,medium
9100,Dillie,Ratray,96,15,-81,critical
9101,Laughton,Abramovici,100,59,-41,critical
9102,Paulo,Josuweit,17,24,7,high
9103,Ursa,Twelvetrees,46,63,17,high
9104,Deni,Dawkes,1,69,68,low
9105,Madeleine,Valek,12,26,14,high
9106,Elyse,Suffield,22,6,-16,critical
9107,Petronella,Sunnucks,81,36,-45,critical
9108,Maddie,Bitterton,25,23,-2,critical
9109,Vilhelmina,Busch,72,85,13,high
9110,Marcille,Chastagnier,46,72,26,medium
9111,Patti,Waples,51,29,-22,critical
9112,Pierrette,O'Halligan,33,29,-4,critical
9113,Molly,Sheridan,72,87,15,high
9114,Talia,Barnsdale,81,58,-23,critical
9115,Valentijn,Cleave,5,1,-4,critical
9116,Dorian,Colman,80,82,2,high
9117,Brig,Smither,12,58,46,medium
9118,Anne,Duckhouse,50,1,-49,critical
9119,Robers,Harston,84,40,-44,critical
9120,Ezequiel,Kitchin,14,38,24,high
9121,Willetta,Hentze,38,32,-6,critical
9122,Honey,Voce,96,36,-60,critical
9123,Pearce,Rathbone,11,33,22,high
9124,Berti,Dally,30,91,61,low
9125,Claire,Kalinovich,65,85,20,high
9126,Lynnea,Sails,82,93,11,high
9127,Storm,Bontine,94,41,-53,critical
9128,Cull,Alsop,71,9,-62,critical
9129,Julianne,Harfoot,71,88,17,high
9130,Gabriele,Rawdall,67,38,-29,critical
9131,Nathalia,McShirie,79,59,-20,critical
9132,Damita,Romanski,76,36,-40,critical
9133,Geoff,Smeath,100,71,-29,critical
9134,Hort,Hulance,26,26,0,high
9135,Dominik,Berrigan,90,50,-40,critical
9136,Hollie,Stothert,54,85,31,medium
9137,Nora,Boffey,57,53,-4,critical
9138,Gorden,Matschuk,39,92,53,low
9139,Phillida,Pitblado,97,18,-79,critical
9140,Symon,Bentsen,76,67,-9,critical
9141,Suzanne,Boomes,87,15,-72,critical
9142,Kalina,Pywell,29,13,-16,critical
9143,Sidoney,Schaumann,25,76,51,low
9144,Araldo,Atkinson,48,22,-26,critical
9145,Marcella,Santore,78,57,-21,critical
9146,Rock,Armsby,73,43,-30,critical
9147,Gayler,Poulglais,96,10,-86,critical
9148,Nara,Rissen,33,25,-8,critical
9149,Ewan,Lightewood,26,85,59,low
9150,Karry,Ockland,67,43,-24,critical
9151,Dov,McCuis,70,65,-5,critical
9152,Julie,Szach,28,32,4,high
9153,Mallory,Faulkes,19,7,-12,critical
9154,Galvin,Gerran,42,87,45,medium
9155,Beverley,Nisco,4,58,54,low
9156,Phillida,Jenteau,15,97,82,none
9157,Rolph,Penvarden,92,31,-61,critical
9158,Torry,Alster,58,22,-36,critical
9159,Samaria,Rubert,9,60,51,low
9160,Natka,Moyle,50,42,-8,critical
9161,Sammie,Vittle,29,80,51,low
9162,Cassaundra,Pilmer,49,99,50,low
9163,Verina,Trayling,33,27,-6,critical
9164,Boothe,Fero,10,29,19,high
9165,Nicolas,Bard,83,46,-37,critical
9166,Veronika,Eskrick,42,90,48,medium
9167,Duky,Joynt,59,91,32,medium
9168,Dahlia,Wanne,54,2,-52,critical
9169,Yolande,Caney,81,6,-75,critical
9170,Laina,Saich,79,9,-70,critical
9171,Eric,Timms,86,28,-58,critical
9172,Ginevra,Twopenny,70,33,-37,critical
9173,Windy,Tinwell,89,93,4,high
9174,Darya,Dobble,6,72,66,low
9175,Lottie,Orkney,1,42,41,medium
9176,Godfree,Ebbett,76,71,-5,critical
9177,Adelina,Krystof,18,56,38,medium
9178,Adele,Mandrake,54,31,-23,critical
9179,Meridith,Lacer,65,90,25,medium
9180,Janina,Cheavin,8,42,34,medium
9181,Lilas,Daughton,64,75,11,high
9182,Fraser,MacFarland,98,59,-39,critical
9183,Sunny,Dallow,43,23,-20,critical
9184,Olia,Goodsall,37,94,57,low
9185,Perceval,McIndoe,28,49,21,high
9186,Clarisse,Hagan,72,68,-4,critical
9187,Kirbee,Husset,80,10,-70,critical
9188,Jerad,Pavlik,73,86,13,high
9189,Leif,Bramham,47,62,15,high
9190,Gwendolin,Pavlov,50,36,-14,critical
9191,Billie,Rawles,46,76,30,medium
9192,Augusto,Lemoir,27,30,3,high
9193,Debra,Trickey,100,34,-66,critical
9194,Rafa,Cotterell,81,61,-20,critical
9195,Ashlie,O' Ronan,18,28,10,high
9196,Justen,Colliver,49,68,19,high
9197,Haven,Asson,17,80,63,low
9198,Jacquenetta,Kibbel,15,62,47,medium
9199,Kalila,O'Heffernan,39,15,-24,critical
9200,Shanan,Goodlake,58,7,-51,critical
9201,Moises,Bullar,90,63,-27,critical
9202,Mitzi,McTrustam,17,54,37,medium
9203,Winny,Thraves,81,58,-23,critical
9204,Rosalinde,Lanphier,40,39,-1,critical
9205,Zacherie,Thurbon,9,95,86,none
9206,Allix,Cabotto,53,93,40,medium
9207,Milton,Whitrod,53,15,-38,critical
9208,Marisa,Maps,27,99,72,low
9209,Vivianne,Golde,16,16,0,high
9210,Gianna,Brooking,75,70,-5,critical
9211,Lesley,Olivey,95,44,-51,critical
9212,Eduard,Nutkin,43,61,18,high
9213,Millisent,Dew,98,13,-85,critical
9214,Chaddy,Maxfield,72,76,4,high
9215,Annadiana,Paddingdon,82,46,-36,critical
9216,Cullin,Whordley,67,88,21,high
9217,Robinett,Furney,56,82,26,medium
9218,Wendye,Ewence,99,92,-7,critical
9219,Linell,Lago,44,40,-4,critical
9220,Merna,Rapelli,39,75,36,medium
9221,Morgan,Silver,79,49,-30,critical
9222,Cherri,McCrisken,70,61,-9,critical
9223,Enrique,Crumly,20,81,61,low
9224,Sauncho,Crafts,94,32,-62,critical
9225,Stephine,Barents,43,50,7,high
9226,Blinni,Nossent,1,56,55,low
9227,Livvyy,Firman,45,95,50,low
9228,Sacha,Budding,4,53,49,medium
9229,Jeno,Van der Krui,22,87,65,low
9230,Dulcea,Beringer,35,85,50,low
9231,Lynn,Hussey,34,63,29,medium
9232,Gavin,Durgan,49,22,-27,critical
9233,Katrinka,Sergant,69,92,23,high
9234,Max,Bucklan,89,57,-32,critical
9235,Birk,Troctor,54,74,20,high
9236,Bartholomeus,Brose,92,69,-23,critical
9237,Peyter,Skittrell,27,95,68,low
9238,Mackenzie,Bewicke,69,78,9,high
9239,Darnall,Suddaby,94,93,-1,critical
9240,Elyssa,Greeno,72,18,-54,critical
9241,Cyndie,Kimberly,45,19,-26,critical
9242,Carmelina,Oulet,98,34,-64,critical
9243,Lee,Brewitt,38,46,8,high
9244,Sammy,Aizikovitz,39,18,-21,critical
9245,Derk,Tordoff,5,6,1,high
9246,Tamera,Adshede,59,11,-48,critical
9247,Barney,Rowcliffe,56,94,38,medium
9248,Maribelle,Giraldez,3,92,89,none
9249,Cara,Huxton,68,8,-60,critical
9250,Cleavland,Kiernan,23,33,10,high
9251,Misti,Spawton,20,17,-3,critical
9252,Jud,Chupin,76,39,-37,critical
9253,Gibb,McAlindon,97,76,-21,critical
9254,Erminia,Boyall,44,66,22,high
9255,Fidelity,Craze,34,86,52,low
9256,Beatrix,Adderson,98,33,-65,critical
9257,Rhiamon,Danter,24,94,70,low
9258,Borden,Stannislawski,65,14,-51,critical
9259,Munmro,Morey,48,75,27,medium
9260,Shanie,Rimbault,34,27,-7,critical
9261,Kessia,Puttock,18,32,14,high
9262,Marvin,Golton,77,73,-4,critical
9263,Ford,Havill,94,65,-29,critical
9264,Coleen,Bricket,55,6,-49,critical
9265,Dunc,Eamer,63,83,20,high
9266,Markos,Studdert,32,93,61,low
9267,Raphaela,Zarb,96,69,-27,critical
9268,Dania,Blackwell,42,52,10,high
9269,Evangeline,Ducket,26,54,28,medium
9270,Brandice,Ridout,4,73,69,low
9271,Dagny,Tuerena,60,16,-44,critical
9272,Cortie,Sandbatch,91,36,-55,critical
9273,Melesa,Everal,15,17,2,high
9274,Sim,Crosland,92,59,-33,critical
9275,Ines,McGeagh,77,46,-31,critical
9276,Sherwin,Huccaby,37,23,-14,critical
9277,Jemie,Holde,77,48,-29,critical
9278,Karol,Tong,65,29,-36,critical
9279,Lucinda,MacAleese,11,26,15,high
9280,Renell,Lockey,96,40,-56,critical
9281,Ludvig,Cronin,20,84,64,low
9282,Gilles,Connachan,87,70,-17,critical
9283,Ignacio,Keets,25,29,4,high
9284,Hale,Ferrandez,21,88,67,low
9285,Everett,Batts,20,84,64,low
9286,Chickie,Kassidy,74,36,-38,critical
9287,Sam,Bittleson,10,91,81,none
9288,Zsazsa,Attwool,67,96,29,medium
9289,Logan,Benardette,29,99,70,low
9290,Hedwiga,Dockerty,92,38,-54,critical
9291,Ulrich,Girodin,41,76,35,medium
9292,Gabi,Danilewicz,44,5,-39,critical
9293,Heindrick,Plank,79,14,-65,critical
9294,Crawford,Anthes,76,94,18,high
9295,Orlan,Shemelt,83,35,-48,critical
9296,Brandise,Patriche,84,54,-30,critical
9297,Torey,Burnsall,92,49,-43,critical
9298,Rod,Ripon,64,100,36,medium
9299,Paddie,Winsom,63,48,-15,critical
9300,Eimile,Zucker,14,83,69,low
9301,Sibeal,OIlier,71,88,17,high
9302,Allix,Clarke,70,61,-9,critical
9303,Trenna,Vaudin,51,2,-49,critical
9304,Tanney,Whyteman,35,60,25,medium
9305,Travers,Grogan,33,45,12,high
9306,Devonne,O'Finan,28,50,22,high
9307,Noni,Stonier,76,26,-50,critical
9308,Waylan,Beaven,2,51,49,medium
9309,Port,Boddymead,3,31,28,medium
9310,Melly,Cowdry,14,81,67,low
9311,Luelle,Dinsey,100,60,-40,critical
9312,Stephan,Chisnell,12,55,43,medium
9313,Sonia,Hewins,14,90,76,none
9314,Alexandr,Flancinbaum,63,99,36,medium
9315,Kinny,Delia,72,88,16,high
9316,Hollis,Maciunas,51,3,-48,critical
9317,Jemima,Meyer,94,71,-23,critical
9318,Mechelle,Mensler,22,96,74,low
9319,Tait,Shewan,26,64,38,medium
9320,Lida,Boumphrey,25,70,45,medium
9321,Anthea,Ramos,44,17,-27,critical
9322,Stearne,Creamen,92,57,-35,critical
9323,Sarette,Crang,58,51,-7,critical
9324,Denice,Celes,55,23,-32,critical
9325,Shawnee,Scraggs,65,33,-32,critical
9326,Natty,Frankcom,43,50,7,high
9327,Patrizio,Kilpin,47,99,52,low
9328,Jessy,Hazeldine,41,33,-8,critical
9329,Henrik,Brittian,24,53,29,medium
9330,Maurizia,Greenshiels,79,27,-52,critical
9331,Fedora,Slight,3,88,85,none
9332,Bronson,Cruikshank,31,89,58,low
9333,Barri,Stang-Gjertsen,3,58,55,low
9334,Sybil,Abramovitch,20,58,38,medium
9335,Emeline,Figgures,89,2,-87,critical
9336,Even,Schimaschke,7,69,62,low
9337,Burch,Norley,43,90,47,medium
9338,Filide,Allnatt,57,92,35,medium
9339,Marijo,De Freyne,36,29,-7,critical
9340,Poppy,Fancett,22,29,7,high
9341,Manolo,Ganny,17,80,63,low
9342,Timmy,Barneville,45,28,-17,critical
9343,Armstrong,Delany,81,88,7,high
9344,Clim,Kiffin,93,58,-35,critical
9345,Riannon,McGilroy,69,94,25,medium
9346,Dewie,Bramble,10,81,71,low
9347,Stephine,Scarsbrooke,47,21,-26,critical
9348,Amalle,Brewins,33,21,-12,critical
9349,Pate,MacEvilly,91,86,-5,critical
9350,Afton,Maulin,61,97,36,medium
9351,Vyky,Dolden,45,92,47,medium
9352,Wat,Boultwood,49,95,46,medium
9353,Hailee,Grummitt,76,50,-26,critical
9354,Valentine,Tschiersch,55,46,-9,critical
9355,Emeline,Udy,12,46,34,medium
9356,Kipp,Strowther,37,34,-3,critical
9357,Emery,Goodyear,23,47,24,high
9358,Vin,Scragg,78,69,-9,critical
9359,Delbert,Braidon,12,42,30,medium
9360,Kaye,Merman,84,24,-60,critical
9361,Amalita,Siverns,95,40,-55,critical
9362,Teddy,Manthorpe,54,45,-9,critical
9363,Markus,Crookshanks,77,52,-25,critical
9364,Pier,Kienl,90,57,-33,critical
9365,Aldin,Timothy,43,96,53,low
9366,Coralie,Franies,97,47,-50,critical
9367,Linnell,Duffy,2,73,71,low
9368,Jesselyn,Ellerington,80,12,-68,critical
9369,Edith,McArte,1,58,57,low
9370,Horacio,Horsley,60,20,-40,critical
9371,Teddie,O'Hagan,100,40,-60,critical
9372,Avictor,Mackerness,76,68,-8,critical
9373,Hermina,Mollitt,62,97,35,medium
9374,Juditha,Cornner,95,66,-29,critical
9375,Cinderella,Castellucci,67,47,-20,critical
9376,Bran,Jamison,52,18,-34,critical
9377,Radcliffe,Brewerton,18,58,40,medium
9378,Alex,Partington,26,27,1,high
9379,Zelda,Songhurst,25,36,11,high
9380,Loni,Noulton,29,17,-12,critical
9381,Ferdie,Claydon,8,38,30,medium
9382,Nadean,Brewett,89,12,-77,critical
9383,Hercule,Cliffe,76,48,-28,critical
9384,Donica,Ladloe,3,5,2,high
9385,Percy,Cambell,4,5,1,high
9386,Candy,Le Page,83,72,-11,critical
9387,Alexandr,Riggulsford,48,15,-33,critical
9388,Carmella,Adderley,85,13,-72,critical
9389,Piggy,Jonas,52,2,-50,critical
9390,Noni,Bramhill,39,7,-32,critical
9391,Madella,Hammill,26,92,66,low
9392,Shurlock,Lally,65,79,14,high
9393,Fleming,Jiru,87,47,-40,critical
9394,Cele,Scrinage,57,15,-42,critical
9395,Cahra,Milburn,88,59,-29,critical
9396,Witty,de Zamora,14,19,5,high
9397,Emily,Bleacher,98,89,-9,critical
9398,Lurette,Keiley,23,67,44,medium
9399,Celene,Pedrazzi,46,93,47,medium
9400,Andres,Rankling,14,53,39,medium
9401,Jonie,Rockcliff,35,9,-26,critical
9402,Davidson,Coveney,11,91,80,none
9403,Annette,Pilgrim,90,21,-69,critical
9404,Germana,Kingaby,95,26,-69,critical
9405,Gordan,Scotchmer,35,100,65,low
9406,Hyatt,Waddington,40,68,28,medium
9407,Neile,Metham,96,33,-63,critical
9408,Ax,Lembrick,52,10,-42,critical
9409,Rubina,Melson,100,83,-17,critical
9410,Goran,Nazer,51,71,20,high
9411,Ruben,Felder,28,29,1,high
9412,Celinka,Stanier,87,21,-66,critical
9413,Wallis,Hardwich,59,47,-12,critical
9414,Zandra,Perello,96,87,-9,critical
9415,Sashenka,Noblet,3,7,4,high
9416,Cordell,Rushe,92,18,-74,critical
9417,Egbert,Mc Ilwrick,25,13,-12,critical
9418,Frank,Weatherup,19,98,79,none
9419,Almira,Georgius,18,42,24,high
9420,Carlotta,Ambrois,64,71,7,high
9421,Pansie,Exon,60,25,-35,critical
9422,Eveline,Ianne,72,50,-22,critical
9423,Barnabe,Jolliff,88,51,-37,critical
9424,Margarette,Rouf,30,36,6,high
9425,Harriot,Pyrah,46,15,-31,critical
9426,Akim,Flatman,40,67,27,medium
9427,Judith,Guly,56,29,-27,critical
9428,Cosimo,Keyden,47,25,-22,critical
9429,Duff,Peddersen,10,86,76,none
9430,Esma,Seiffert,88,58,-30,critical
9431,Jessalyn,Dell,64,25,-39,critical
9432,Kimbell,Bentinck,55,14,-41,critical
9433,Haley,Ousby,100,16,-84,critical
9434,Lyman,Garham,4,84,80,none
9435,Lorena,Dumbelton,63,38,-25,critical
9436,Kelcy,Leyband,20,71,51,low
9437,Cristin,Vautier,20,82,62,low
9438,Gabriella,Billany,43,29,-14,critical
9439,Gael,Saunt,23,29,6,high
9440,Kristofor,Sipson,32,80,48,medium
9441,Devonne,Olsen,39,92,53,low
9442,Chad,Mundall,29,32,3,high
9443,Cass,Baildon,54,5,-49,critical
9444,Reggis,Greystock,87,68,-19,critical
9445,Bondon,Barthorpe,42,38,-4,critical
9446,Winnah,Whittek,58,32,-26,critical
9447,Odella,Maclean,94,4,-90,critical
9448,Ariela,Brixey,2,64,62,low
9449,Issie,Stanworth,45,62,17,high
9450,Nalani,Duchatel,71,54,-17,critical
9451,Leland,Manns,52,84,32,medium
9452,Hieronymus,Vittore,1,87,86,none
9453,Ruby,Tidbury,62,52,-10,critical
9454,Grata,Parrin,100,92,-8,critical
9455,Ferdinande,Bracey,34,29,-5,critical
9456,Margie,Crow,37,55,18,high
9457,Jake,Grombridge,9,12,3,high
9458,Jeremie,Shawcroft,29,22,-7,critical
9459,Lynde,Maurice,80,20,-60,critical
9460,Tuesday,Simkins,40,2,-38,critical
9461,Cesare,Kermitt,34,70,36,medium
9462,Carolynn,Sogg,99,80,-19,critical
9463,Guendolen,Ayre,53,39,-14,critical
9464,Dru,Lumber,76,87,11,high
9465,Adda,Cristofolini,37,37,0,high
9466,Ruthie,Klug,35,57,22,high
9467,Alena,Grishanin,47,92,45,medium
9468,Reidar,Cruwys,68,7,-61,critical
9469,Louise,Culkin,95,54,-41,critical
9470,Marinna,Carlisi,10,67,57,low
9471,Hadria,Febre,7,70,63,low
9472,Carmelle,Croson,22,26,4,high
9473,Agnes,Meadley,25,87,62,low
9474,Gery,Hartill,71,74,3,high
9475,Karen,McMorland,38,15,-23,critical
9476,Frasquito,Lewis,86,27,-59,critical
9477,Bethina,Siemantel,58,12,-46,critical
9478,Claudina,D'Orsay,69,80,11,high
9479,Beatriz,Jennins,98,45,-53,critical
9480,Saundra,Walcar,13,83,70,low
9481,Alister,Thon,3,54,51,low
9482,Augusta,Eliez,6,96,90,none
9483,Alene,Moulden,17,27,10,high
9484,Elysee,Larmett,91,1,-90,critical
9485,Burr,Jennins,72,56,-16,critical
9486,Connor,Barsby,5,73,68,low
9487,Gregorius,Charlick,16,55,39,medium
9488,Milzie,Critch,86,15,-71,critical
9489,Stinky,Gorcke,65,96,31,medium
9490,Jane,Ludlom,92,43,-49,critical
9491,Harriott,Lorans,38,5,-33,critical
9492,Kermit,Norledge,49,46,-3,critical
9493,Isahella,Woolis,15,44,29,medium
9494,Rhiamon,Beuscher,97,3,-94,critical
9495,Jacinda,Kynoch,100,97,-3,critical
9496,Donnajean,Kingdon,49,72,23,high
9497,Johannah,Perryman,28,36,8,high
9498,Padraig,Hysom,44,39,-5,critical
9499,Roberta,Hachette,42,19,-23,critical
9500,Farrand,Gebhardt,4,8,4,high
9501,Pat,Hardan,94,41,-53,critical
9502,Ruthanne,Bignell,41,81,40,medium
9503,Gabriello,Lavies,52,31,-21,critical
9504,Orelee,Cromley,9,46,37,medium
9505,Alwyn,Fine,69,72,3,high
9506,Elset,Ghiraldi,95,25,-70,critical
9507,Alfonso,Buckwell,75,53,-22,critical
9508,Carey,Gimbart,64,84,20,high
9509,Rob,Tobias,71,88,17,high
9510,Madel,Galia,86,47,-39,critical
9511,Joshua,Peret,1,10,9,high
9512,Joanna,Ikringill,33,47,14,high
9513,Winonah,Clapison,62,48,-14,critical
9514,Gracia,Thoday,18,45,27,medium
9515,Beale,D'Abbot-Doyle,36,34,-2,critical
9516,Noak,Toy,92,54,-38,critical
9517,Cathee,Bertenshaw,23,56,33,medium
9518,Thedric,Dobrowski,84,89,5,high
9519,Edd,Duham,66,35,-31,critical
9520,Rosemary,Beeze,87,94,7,high
9521,Aimil,Kirkman,22,93,71,low
9522,Emera,Hasnney,56,3,-53,critical
9523,Vasily,Tomlinson,2,29,27,medium
9524,Edee,Seage,96,16,-80,critical
9525,Hamid,Savine,66,45,-21,critical
9526,Reider,Fidele,7,66,59,low
9527,Mata,Fownes,87,74,-13,critical
9528,Billye,Reggler,29,9,-20,critical
9529,Hattie,Aphale,30,7,-23,critical
9530,Terri,Rowesby,6,13,7,high
9531,Garvin,Weiss,45,51,6,high
9532,Stearne,Bolle,83,88,5,high
9533,Ceciley,Lightwood,14,84,70,low
9534,Arlina,Reynard,8,36,28,medium
9535,Orrin,Growcock,79,49,-30,critical
9536,Chere,Spinetti,69,70,1,high
9537,Clayborne,Kitson,38,5,-33,critical
9538,Delbert,Fennell,72,17,-55,critical
9539,Natalie,Ipwell,77,2,-75,critical
9540,Shirley,Aldcorne,78,78,0,high
9541,Gisele,Marner,89,47,-42,critical
9542,Sylvan,Lamke,40,7,-33,critical
9543,Noel,Barnsdale,99,36,-63,critical
9544,Gilda,Trappe,76,21,-55,critical
9545,Ede,Boothman,23,44,21,high
9546,Erich,Antonich,67,75,8,high
9547,Lu,Roller,81,28,-53,critical
9548,Dame,Cain,58,65,7,high
9549,Katherine,Crabtree,92,100,8,high
9550,Benny,Volke,61,2,-59,critical
9551,Bettine,Amies,13,15,2,high
9552,Kizzie,Ibarra,99,31,-68,critical
9553,Wilone,Stode,71,47,-24,critical
9554,Michal,Quadri,44,47,3,high
9555,Avery,Mosconi,21,97,76,none
9556,Gherardo,Glencrosche,20,84,64,low
9557,Bronson,Grimwade,25,65,40,medium
9558,Krystal,Ponceford,56,75,19,high
9559,Willdon,Okker,73,13,-60,critical
9560,Roanne,Ossenna,80,40,-40,critical
9561,Harwilll,Sweating,36,63,27,medium
9562,Amerigo,Boskell,4,11,7,high
9563,Pennie,Gebhard,93,70,-23,critical
9564,Else,Oliveto,97,9,-88,critical
9565,Reuven,Jacob,15,95,80,none
9566,Stan,Leathers,69,90,21,high
9567,Karia,Marco,70,69,-1,critical
9568,Constantine,Bruin,98,93,-5,critical
9569,Kakalina,MacMarcuis,31,82,51,low
9570,Gabriel,Mawhinney,9,24,15,high
9571,Welby,Patrickson,96,10,-86,critical
9572,Westbrooke,Blowfield,10,55,45,medium
9573,Alis,Greenset,2,80,78,none
9574,Ediva,Gehringer,22,48,26,medium
9575,Suzann,Krates,31,29,-2,critical
9576,Abey,Landman,39,57,18,high
9577,Giffer,Antat,11,51,40,medium
9578,Dru,Rustman,80,86,6,high
9579,Christa,Marshfield,34,59,25,medium
9580,Lethia,Crouch,97,4,-93,critical
9581,Friederike,Hackey,31,18,-13,critical
9582,Junie,Eivers,18,58,40,medium
9583,Carlyn,Holehouse,72,13,-59,critical
9584,Berrie,Ayris,24,82,58,low
9585,Con,Tremblay,4,7,3,high
9586,Cristionna,Adolfson,50,65,15,high
9587,Fran,Paler,68,72,4,high
9588,Gunter,Willerton,89,5,-84,critical
9589,Birdie,Dows,76,58,-18,critical
9590,Klarrisa,Spincks,6,24,18,high
9591,Hulda,Petche,46,10,-36,critical
9592,Sadella,Fulloway,74,56,-18,critical
9593,Ahmed,Rawnsley,45,46,1,high
9594,Addie,Lyes,44,73,29,medium
9595,Leroi,Mote,3,38,35,medium
9596,Hermy,Beadles,71,12,-59,critical
9597,Patty,Pattingson,19,27,8,high
9598,Lucille,Bernini,58,92,34,medium
9599,Fayre,Caustick,75,85,10,high
9600,Rosalie,Ledgerton,72,19,-53,critical
9601,Marcellus,Terbeck,16,19,3,high
9602,Beale,Stranahan,31,57,26,medium
9603,Marice,Perocci,33,94,61,low
9604,Adele,Willerton,12,4,-8,critical
9605,Constanta,Smeath,30,50,20,high
9606,Allissa,Tate,71,90,19,high
9607,Minor,Boyda,65,23,-42,critical
9608,Roldan,Humbee,54,24,-30,critical
9609,Eugenius,Starbuck,4,63,59,low
9610,Heinrick,Liversley,29,4,-25,critical
9611,Dunc,Jamary,88,24,-64,critical
9612,Stan,Rudolph,20,48,28,medium
9613,Tabitha,Pretti,57,87,30,medium
9614,Smith,Sharrocks,59,55,-4,critical
9615,Garry,Skells,35,75,40,medium
9616,Jarid,Barritt,50,98,48,medium
9617,Baily,Attock,87,40,-47,critical
9618,Sigismondo,Baggot,88,40,-48,critical
9619,Kory,Apted,29,51,22,high
9620,Thorvald,Kippin,51,50,-1,critical
9621,Jolee,Western,90,78,-12,critical
9622,Adriana,Vasiljevic,53,26,-27,critical
9623,Ruperta,Durrant,46,12,-34,critical
9624,Colly,Maypes,8,19,11,high
9625,Talbert,Raden,45,75,30,medium
9626,Rosana,McGeouch,6,59,53,low
9627,Zahara,McCurlye,1,80,79,none
9628,Piggy,Godlee,18,45,27,medium
9629,Jermain,Fosdike,3,61,58,low
9630,Ebeneser,Doy,62,45,-17,critical
9631,Rodolfo,Jozwik,76,48,-28,critical
9632,Auberon,Kelleher,93,2,-91,critical
9633,Yolanthe,Dranfield,20,71,51,low
9634,Chrissy,Tomkowicz,84,17,-67,critical
9635,Emmy,Fenlon,2,29,27,medium
9636,Alyosha,Piddocke,96,66,-30,critical
9637,Kaitlynn,Norheny,67,82,15,high
9638,Aluino,MacMenamin,24,89,65,low
9639,Zsazsa,Steinham,87,87,0,high
9640,Patrizio,Crush,22,94,72,low
9641,Abey,Sainthill,68,27,-41,critical
9642,Evey,Tidbury,11,10,-1,critical
9643,Caprice,Vinton,29,61,32,medium
9644,Ethe,Shewsmith,1,37,36,medium
9645,Ravid,Leedes,45,84,39,medium
9646,Aeriell,Clayworth,59,71,12,high
9647,Costanza,Vautier,36,38,2,high
9648,Rubi,Capel,93,60,-33,critical
9649,Georgi,Bushill,83,11,-72,critical
9650,Dasya,Brandle,26,93,67,low
9651,Misti,Raoux,44,1,-43,critical
9652,Georgetta,Worral,60,3,-57,critical
9653,Fara,Measey,80,6,-74,critical
9654,Jecho,Wasmer,25,34,9,high
9655,Lavina,Issatt,46,76,30,medium
9656,Fletcher,Ceci,61,57,-4,critical
9657,Ettore,Albion,62,22,-40,critical
9658,Dawn,Helstrom,3,56,53,low
9659,Imojean,Luggar,9,3,-6,critical
9660,Stafani,Smitheman,56,18,-38,critical
9661,Becka,Cathery,9,39,30,medium
9662,Sharla,Corringham,13,45,32,medium
9663,Sarene,Torvey,95,18,-77,critical
9664,Deane,Ruslinge,33,67,34,medium
9665,Norrie,Jotcham,65,8,-57,critical
9666,Tonia,Gough,34,6,-28,critical
9667,Broddie,Secrett,97,5,-92,critical
9668,Elmira,Bidwell,2,9,7,high
9669,Jo-anne,Lear,53,60,7,high
9670,Kerstin,Jovasevic,51,13,-38,critical
9671,Adelind,Cleveley,78,77,-1,critical
